first name,Email ID,Quantity,Events,Attendee Status,College Unknownme,How did you come to know about this event?,how do you know about this event ?,"Specify in ""Others"" (how did you come to know about this event)",Designation,Year of Graduation,City,CGPA,Experience with python (Months),Family Income,dummy family income,family income in lakh,Expected salary (Lakh),Leadership- skills
brinda ,brinda@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, Unknowngpur ",Unknown,Unknown,,Students,2023,Gulmarg,8.5,7,0-2 Lakh,0-2 ,2,19,yes
dhruvilsinh,dhruvilsinh@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st xavier's college ,Unknown,Unknown,,Artificial intelligence,2025,Ballari,7.3,7,0-2 Lakh,0-2 ,2,13,yes
tejasri,tejasri@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, Unknowngpur ",Unknown,Unknown,,Students,2026,Bidar,6.6,4,0-2 Lakh,0-2 ,2,22,yes
kshitiz,kshitiz@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vidyalankar institute of technology, mumbai",Unknown,Unknown,,Students,2023,Hasan,8.5,4,0-2 Lakh,0-2 ,2,6,yes
lynelle,lynelle@xyz.com,1,Internship Program(IP) Success Conclave,Attending,chhattisgarh swami vivekaUnknownnda technical university teaching department bhilai,Unknown,Unknown,,Students,2024,Kolar,7.7,4,0-2 Lakh,0-2 ,2,9,no
dikshant,dikshant@xyz.com,1,Internship Program(IP) Success Conclave,Attending,silicon institute of technology,Unknown,Unknown,,Students,2023,Mysuru,8.1,7,0-2 Lakh,0-2 ,2,20,no
sheshadri,sheshadri@xyz.com,1,Internship Program(IP) Success Conclave,Attending,pillai college of engineering new panvel,Unknown,Unknown,,Students,2023,Thrissur,8.3,4,0-2 Lakh,0-2 ,2,19,no
vruddhi,vruddhi@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st xavier's college ,Unknown,Unknown,,Students,2025,Bhopal,7.7,3,0-2 Lakh,0-2 ,2,13,no
deepali,deepali@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st xavier's college ,Unknown,Unknown,,Students,2024,Ujjain,8.9,3,0-2 Lakh,0-2 ,2,21,yes
kanchi,kanchi@xyz.com,1,Internship Program(IP) Success Conclave,Attending,g h raisoni institut of engineering and technology pune,Unknown,Unknown,,Data Science and Analyst,2023,Aurangabad,8.1,4,0-2 Lakh,0-2 ,2,8,no
prakshal,prakshal@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhiUnknowngar,Unknown,Unknown,,Intern,2025,Bhandara,9.5,7,0-2 Lakh,0-2 ,2,17,yes
jignesh,jignesh@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Unknown,Unknown,,SPC,2025,Bhsawal,9.6,5,0-2 Lakh,0-2 ,2,21,no
boya,boya@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vishwakarma institute of technology, pune",Unknown,Unknown,,Students,2024,Bid,7.5,4,0-2 Lakh,0-2 ,2,5,no
lakshit,lakshit@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, Unknowngpur ",Unknown,Unknown,,Students,2026,Dhule,9.3,4,0-2 Lakh,0-2 ,2,21,no
heet,heet@xyz.com,1,Internship Program(IP) Success Conclave,Attending,late g. n. sapkal college of engineering,Unknown,Unknown,,PGDM Marketing student,2025,Thane,7.3,3,0-2 Lakh,0-2 ,2,20,yes
prashu,prashu@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"mit academy of engineering ,alandi",Unknown,Unknown,,Students,2023,Mumbai,7.6,7,0-2 Lakh,0-2 ,2,13,no 
priyal ,priyal@xyz.com,1,Internship Program(IP) Success Conclave,Attending,a. c. patil college of engineering,Unknown,Unknown,,Software Engineer,2025,Nagpur,8,4,0-2 Lakh,0-2 ,2,24,yes
shiwangi,shiwangi@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vidyalankar institute of technology, mumbai",Unknown,Unknown,,Students,2025,Solapur,9.2,5,0-2 Lakh,0-2 ,2,7,no
pulkit,pulkit@xyz.com,1,Internship Program(IP) Success Conclave,Attending,adhiyamaan college of engineering,Unknown,Unknown,,Students,2026,Sangola,7.3,5,0-2 Lakh,0-2 ,2,30,no
bornventure,bornventure@xyz.com,1,Internship Program(IP) Success Conclave,Attending,don bosco college of engineering fatorda goa,Unknown,Unknown,,Students,2023,Wardha,7.8,7,0-2 Lakh,0-2 ,2,24,yes
surbhi,surbhi@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st xavier's college ,Unknown,Unknown,,Students,2025,Vasai,6.9,4,0-2 Lakh,0-2 ,2,19,no 
nishi,nishi@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vidyalankar institute of technology, mumbai",Unknown,Unknown,,Students,2025,Shillong,8.4,4,0-2 Lakh,0-2 ,2,21,no 
yogeshree,yogeshree@xyz.com,1,Internship Program(IP) Success Conclave,Attending,g h raisoni institut of engineering and technology pune,Unknown,Unknown,,Engineering ,2024,konark,9.2,5,0-2 Lakh,0-2 ,2,18,yes
sanjeevani sudha,sanjeevanisudha@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhiUnknowngar,Unknown,Unknown,,Students,2026,Sangrur,6.4,6,0-2 Lakh,0-2 ,2,6,no
panchsheela,panchsheela@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Unknown,Unknown,,Students,2024,Ajmer,8.4,3,0-2 Lakh,0-2 ,2,7,no
peddisetty,peddisetty@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st.francis institute of technology,Unknown,Unknown,,Students,2025,Jaipur,7.2,3,0-2 Lakh,0-2 ,2,6,yes
riteshpratap,riteshpratap@xyz.com,1,Internship Program(IP) Success Conclave,Attending,late g. n. sapkal college of engineering,Unknown,Unknown,,Students,2024,Jhalwar,8,5,0-2 Lakh,0-2 ,2,7,no 
gitesh,gitesh@xyz.com,1,Internship Program(IP) Success Conclave,Attending,wilson college ,Unknown,Unknown,,Students,2026,Sikar,9.7,6,0-2 Lakh,0-2 ,2,30,no
abhinaya,abhinaya@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhiUnknowngar,Unknown,Unknown,,Intern,2025,Agra,7.6,7,0-2 Lakh,0-2 ,2,7,no
gautami,gautami@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Unknown,Unknown,,Students,2023,Aligarh,6.5,7,0-2 Lakh,0-2 ,2,9,no
krunal,krunal@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"kle society's college of bca, rls institute, belagavi",Unknown,Unknown,,Students,2026,Ghazipur,9.1,5,0-2 Lakh,0-2 ,2,8,yes
dilkash,dilkash@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st.francis institute of technology,Unknown,Unknown,,Intern,2025,Gonda,7.3,7,0-2 Lakh,0-2 ,2,13,no 
navneet,navneet@xyz.com,1,Internship Program(IP) Success Conclave,Attending,new horizon institute of technology and maUnknowngement ,Unknown,Unknown,,Students,2024,Gorakhpur,7.6,6,0-2 Lakh,0-2 ,2,15,no 
saima,saima@xyz.com,1,Internship Program(IP) Success Conclave,Attending,a. c. patil college of engineering,Unknown,Unknown,,Students,2025,Jhansi,9.9,6,0-2 Lakh,0-2 ,2,20,no
mahavir,mahavir@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"ld college of engineering, ahmedabad, gujarat ",Unknown,Unknown,,Intern,2024,Lucknow,7.1,5,0-2 Lakh,0-2 ,2,14,yes
kaushik ,kaushik@xyz.com,1,Internship Program(IP) Success Conclave,Attending,dkte society's textile and engineering institute ichalkaranji,Unknown,Unknown,,BE CS,2026,Mathura,7.5,6,0-2 Lakh,0-2 ,2,16,no
ksheetija,ksheetija@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vidyalankar institute of technology, mumbai",Unknown,Unknown,,IT Engineering,2023,Varanasi,7.4,5,0-2 Lakh,0-2 ,2,8,no
neha sab,nehasab@xyz.com,1,Internship Program(IP) Success Conclave,Attending,silicon institute of technology,Unknown,Unknown,,Students,2025,Alipore,7.4,6,0-2 Lakh,0-2 ,2,7,no
pawankumar,pawankumar@xyz.com,1,Internship Program(IP) Success Conclave,Attending,adhiyamaan college of engineering,Unknown,Unknown,,Students,2025,Haora,6.7,5,0-2 Lakh,0-2 ,2,8,yes
rachana,rachana@xyz.com,1,Internship Program(IP) Success Conclave,Attending,pillai college of engineering new panvel,Unknown,Unknown,,Students,2024,Hugli,9.7,6,0-2 Lakh,0-2 ,2,14,no 
vishwajit,vishwajit@xyz.com,1,Internship Program(IP) Success Conclave,Attending,lokmanya tilak college of engineering koparkhairane Unknownvi mumbai,Unknown,Unknown,,Intern,2026,Palashi,7.1,5,0-2 Lakh,0-2 ,2,21,yes
sushma,sushma@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vidyalankar institute of technology, mumbai",Unknown,Unknown,,Students,2025,Siliguri,8.7,7,0-2 Lakh,0-2 ,2,9,no
dugam,dugam@xyz.com,1,Internship Program(IP) Success Conclave,Attending,don bosco college of engineering fatorda goa,Unknown,Unknown,,Students,2023,Talmuk,8.5,7,0-2 Lakh,0-2 ,2,19,no
rais,rais@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st xavier's college ,Unknown,Unknown,,Students,2023,Titagrah,9.5,3,0-2 Lakh,0-2 ,2,23,no
sulagna,sulagna@xyz.com,1,Internship Program(IP) Success Conclave,Attending,g h raisoni institut of engineering and technology pune,Unknown,Unknown,,Students,2025,Sagar,6.7,3,0-2 Lakh,0-2 ,2,8,yes
akshada,akshada@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhiUnknowngar,Unknown,Unknown,,Students,2024,Satna,8.2,7,0-2 Lakh,0-2 ,2,9,yes
ramya,ramya@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Unknown,Unknown,,Computer Engineer,2024,Ujjain,6.5,3,0-2 Lakh,0-2 ,2,9,no 
princita ,princita@xyz.com,1,Internship Program(IP) Success Conclave,Attending,don bosco college of engineering fatorda goa,Unknown,Unknown,,Data Science and Analyst,2025,Aurangabad,8.9,5,0-2 Lakh,0-2 ,2,11,yes
aaftab,aaftab@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st xavier's college ,Unknown,Unknown,,Computer Engineer,2024,Bhsawal,7.3,7,0-2 Lakh,0-2 ,2,19,no
nupoor,nupoor@xyz.com,1,Internship Program(IP) Success Conclave,Attending,g h raisoni institut of engineering and technology pune,Unknown,Unknown,,Students,2023,Dhule,7.8,7,0-2 Lakh,0-2 ,2,23,no
advay,advay@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhiUnknowngar,Unknown,Unknown,,Students,2023,Jalgaon,7.9,7,0-2 Lakh,0-2 ,2,8,no
khilender,khilender@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vishwakarma institute of technology, pune",Unknown,Unknown,,Data Science and Analyst,2024,Thane,8.1,6,0-2 Lakh,0-2 ,2,7,no
reet,reet@xyz.com,1,Internship Program(IP) Success Conclave,Attending,new horizon institute of technology and maUnknowngement ,Unknown,Unknown,,Cyber Security,2024,Nanded,9.6,5,0-2 Lakh,0-2 ,2,22,no 
nipun,nipun@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"symbiosis institute of technology, pune",Unknown,Unknown,,Students,2024,Amritsar,9.1,7,0-2 Lakh,0-2 ,2,17,yes
viraj,viraj@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"mit academy of engineering ,alandi",Unknown,Unknown,,Students,2025,Patiala,7.2,6,0-2 Lakh,0-2 ,2,20,yes
preethi ,preethi@xyz.com,1,Internship Program(IP) Success Conclave,Attending,a. c. patil college of engineering,Unknown,Unknown,,Students,2023,Sangrur,9.5,7,0-2 Lakh,0-2 ,2,15,no
nithin,nithin@xyz.com,1,Internship Program(IP) Success Conclave,Attending,wilson college ,Unknown,Unknown,,Students,2025,Ajmer,6.8,7,0-2 Lakh,0-2 ,2,17,no
soheb,soheb@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"ld college of engineering, ahmedabad, gujarat ",Unknown,Unknown,,Students,2026,Amer,8.4,6,0-2 Lakh,0-2 ,2,19,no
alok,alok@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"thakur institute of maUnknowngement studies, career development & research - [timscdr]",Unknown,Unknown,,Students,2024,Bikaner,6.6,7,0-2 Lakh,0-2 ,2,11,no
kena,kena@xyz.com,1,Internship Program(IP) Success Conclave,Attending,lokmanya tilak college of engineering koparkhairane Unknownvi mumbai,Unknown,Unknown,,CSE,2023,Jaipur,6.7,7,0-2 Lakh,0-2 ,2,12,no
harshit,harshit@xyz.com,1,Internship Program(IP) Success Conclave,Attending,silicon institute of technology,Unknown,Unknown,,B.Tech,2024,Kota,8.9,6,0-2 Lakh,0-2 ,2,15,yes
mohd junaid ,mohdjunaid@xyz.com,1,Internship Program(IP) Success Conclave,Attending,don bosco college of engineering fatorda goa,Unknown,Unknown,,Students,2023,Sikar,8.5,6,0-2 Lakh,0-2 ,2,20,no 
rudresh,rudresh@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st xavier's college ,Unknown,Unknown,,Students,2026,Amreli,8.8,7,0-2 Lakh,0-2 ,2,9,yes
trushna ,trushna@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"s.i.e.s. graduate school of technology, nerul, Unknownvi mumbai",Unknown,Unknown,,Students,2025,Godhra,7.5,6,0-2 Lakh,0-2 ,2,8,no
venkateshan,venkateshan@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhiUnknowngar,Unknown,Unknown,,Data Science and Analyst,2023,Junagadh,6.4,3,2-5 Lakh,02-May,5,21,no
flavita,flavita@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vishwakarma institute of technology, pune",Unknown,Unknown,,Students,2023,Morbi,7.7,6,2-5 Lakh,02-May,5,16,no
chanchal,chanchal@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhiUnknowngar,Unknown,Unknown,,Students,2023,Okha,7.9,5,2-5 Lakh,02-May,5,7,no
lyrica,lyrica@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vishwakarma institute of technology, pune",Unknown,Unknown,,Students,2026,Surat,7.4,3,2-5 Lakh,02-May,5,9,yes
sparsha,sparsha@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"kle society's college of bca, rls institute, belagavi",Unknown,Unknown,,Students,2024,Valsad,9.2,5,2-5 Lakh,02-May,5,13,yes
suraksha,suraksha@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"symbiosis institute of technology, pune",Unknown,Unknown,,BE IT,2025,Hisar,9.2,5,7 Lakh+,7,7,15,no
grishma,grishma@xyz.com,1,Internship Program(IP) Success Conclave,Attending,a. c. patil college of engineering,Unknown,Unknown,,Django,2023,Kaithal,7.2,5,0-2 Lakh,0-2 ,2,8,no
kanishk,kanishk@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"ld college of engineering, ahmedabad, gujarat ",Unknown,Unknown,,Computer Engineer,2023,Agartala,6.5,6,0-2 Lakh,0-2 ,2,25,no
jhanvi,jhanvi@xyz.com,1,Internship Program(IP) Success Conclave,Attending,dkte society's textile and engineering institute ichalkaranji,Unknown,Unknown,,Students,2024,Agra,7.5,6,2-5 Lakh,02-May,5,21,no
krupa,krupa@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhiUnknowngar,Unknown,Unknown,,Students,2025,Ghazipur,6.5,3,0-2 Lakh,0-2 ,2,8,no
dipesh,dipesh@xyz.com,1,Skill and Employability Enhancement,Attending,a. c. patil college of engineering,Unknown,Unknown,,Students,2023,Patiala,7.9,5,0-2 Lakh,0-2 ,2,21,yes
vaghela,vaghela@xyz.com,1,Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",Unknown,Unknown,,Students,2025,Ajmer,7.3,8,0-2 Lakh,0-2 ,2,9,no
chokhawala,chokhawala@xyz.com,1,Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,Unknown,Unknown,,Students,2025,Amer,7.8,3,0-2 Lakh,0-2 ,2,8,no
vora,vora@xyz.com,1,Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",Unknown,Unknown,,Students,2026,Barmer,9.1,8,7 Lakh+,7,7,15,yes
kothari,kothari@xyz.com,1,Skill and Employability Enhancement,Attending,g h raisoni institut of engineering and technology pune,Unknown,Unknown,,Students,2023,Bikaner,6.9,8,0-2 Lakh,0-2 ,2,25,no
naidu,naidu@xyz.com,1,Skill and Employability Enhancement,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Unknown,Unknown,,Students,2023,Jalor,6.7,6,0-2 Lakh,0-2 ,2,30,no
sankhwar,sankhwar@xyz.com,1,Skill and Employability Enhancement,Attending,ap shah institute of technology ,Unknown,Unknown,,Students,2025,Jodhpur,7.3,8,0-2 Lakh,0-2 ,2,8,no
thakur,thakur@xyz.com,1,Skill and Employability Enhancement,Attending,don bosco college of engineering fatorda goa,Unknown,Unknown,,Students,2023,Kota,7.9,5,0-2 Lakh,0-2 ,2,19,yes
raval,raval@xyz.com,1,Skill and Employability Enhancement,Attending,"s.i.e.s. graduate school of technology, nerul, Unknownvi mumbai",Unknown,Unknown,,Students,2024,Hyderbad,6.4,6,0-2 Lakh,0-2 ,2,9,yes
madhavrao,madhavrao@xyz.com,1,Skill and Employability Enhancement,Attending,g h raisoni institut of engineering and technology pune,Unknown,Unknown,,Students,2023,Nizambad,8.4,6,0-2 Lakh,0-2 ,2,8,yes
shivpoojan,shivpoojan@xyz.com,1,Skill and Employability Enhancement,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Unknown,Unknown,,Students,2025,Agra,7.8,8,0-2 Lakh,0-2 ,2,8,no
sinha,sinha@xyz.com,1,Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",Unknown,Unknown,,Students,2025,Aligarh,8.7,6,0-2 Lakh,0-2 ,2,8,no
ajgarali,ajgarali@xyz.com,1,Skill and Employability Enhancement,Attending,new horizon institute of technology and maUnknowngement ,Unknown,Unknown,,Students,2023,Gonda,8.5,6,0-2 Lakh,0-2 ,2,17,no
hemakant,hemakant@xyz.com,1,Skill and Employability Enhancement,Attending,late g. n. sapkal college of engineering,Unknown,Unknown,,Students,2026,Gorakhpur,8.5,6,0-2 Lakh,0-2 ,2,13,no
vijaysinh,vijaysinh@xyz.com,1,Skill and Employability Enhancement,Attending,"symbiosis institute of technology, pune",Unknown,Unknown,,Students,2025,Hamirpur,9.1,5,0-2 Lakh,0-2 ,2,11,no
gadekar,gadekar@xyz.com,1,Skill and Employability Enhancement,Attending,"mit academy of engineering ,alandi",Unknown,Unknown,,Students,2024,Deoria,9.7,6,0-2 Lakh,0-2 ,2,15,yes
bharatkumar,bharatkumar@xyz.com,1,Skill and Employability Enhancement,Attending,a. c. patil college of engineering,Unknown,Unknown,,Students,2025,Budaun,8.7,5,0-2 Lakh,0-2 ,2,19,yes
bhagwanrao.,bhagwanrao.@xyz.com,1,Skill and Employability Enhancement,Attending,wilson college ,Unknown,Unknown,,Students,2023,Jhansi,6.5,6,0-2 Lakh,0-2 ,2,18,no 
shankar,shankar@xyz.com,1,Skill and Employability Enhancement,Attending,"thakur institute of maUnknowngement studies, career development & research - [timscdr]",Cloud Counselage Website,Cloud Counselage Website,,Students,2026,Mathura,7.6,5,0-2 Lakh,0-2 ,2,8,yes
praful,praful@xyz.com,1,Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, Unknowngpur ",Whatsapp,Whatsapp,,Students,2025,Varanasi,8.7,8,0-2 Lakh,0-2 ,2,7,no
baban,baban@xyz.com,1,Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",Cloud Counselage Website,Cloud Counselage Website,,Students,2025,Almora,9.1,6,0-2 Lakh,0-2 ,2,26,no
likhitkar,likhitkar@xyz.com,1,Skill and Employability Enhancement,Attending,chhattisgarh swami vivekaUnknownnda technical university teaching department bhilai,Whatsapp,Whatsapp,,Students,2023,Alipore,9.2,3,0-2 Lakh,0-2 ,2,19,yes
ulhas,ulhas@xyz.com,1,Skill and Employability Enhancement,Attending,silicon institute of technology,Email,Email,,Students,2024,Haora,7.3,3,0-2 Lakh,0-2 ,2,25,no
khedwal,khedwal@xyz.com,1,Skill and Employability Enhancement,Attending,adhiyamaan college of engineering,Whatsapp,Whatsapp,,Students,2024,Durgapur,7.6,5,0-2 Lakh,0-2 ,2,22,no
sravani,sravani@xyz.com,1,Skill and Employability Enhancement,Attending,don bosco college of engineering fatorda goa,LinkedIn,LinkedIn,,Students,2023,Hugli,7.1,5,0-2 Lakh,0-2 ,2,6,no
gaikwad,gaikwad@xyz.com,1,Skill and Employability Enhancement,Attending,pillai college of engineering new panvel,SPOC/ College Professor,SPOC/ College Professor,,Students,2023,Kolkata,8.3,5,0-2 Lakh,0-2 ,2,9,no
chitrasen,chitrasen@xyz.com,1,Skill and Employability Enhancement,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Unknown,Unknown,,Students,2024,Siuri,7.3,3,0-2 Lakh,0-2 ,2,11,yes
sheshrao,sheshrao@xyz.com,1,Skill and Employability Enhancement,Attending,government polytechnic gandhiUnknowngar,Unknown,Unknown,,Students,2023,Titagrah,6.7,5,0-2 Lakh,0-2 ,2,10,no
lodhi,lodhi@xyz.com,1,Skill and Employability Enhancement,Attending,new horizon institute of technology and maUnknowngement ,Unknown,Unknown,,Students,2026,Akola,8.7,5,0-2 Lakh,0-2 ,2,9,no
umesh,umesh@xyz.com,1,Skill and Employability Enhancement,Attending,"symbiosis institute of technology, pune",Unknown,Unknown,,Students,2025,Bhandara,8.2,5,0-2 Lakh,0-2 ,2,7,yes
sadashiv,sadashiv@xyz.com,1,Skill and Employability Enhancement,Attending,"mit academy of engineering ,alandi",Unknown,Unknown,,Students,2023,Bhsawal,6.8,6,0-2 Lakh,0-2 ,2,21,no 
bhagwan,bhagwan@xyz.com,1,Skill and Employability Enhancement,Attending,a. c. patil college of engineering,Unknown,Unknown,,Students,2024,Bid,7.1,8,0-2 Lakh,0-2 ,2,5,no 
kallappa,kallappa@xyz.com,1,Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,Unknown,Unknown,,Students,2023,Jalgaon,9.5,5,0-2 Lakh,0-2 ,2,8,no
mohitkar,mohitkar@xyz.com,1,Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",Unknown,Unknown,,Students,2025,Kalyan,6.7,6,0-2 Lakh,0-2 ,2,7,no
karsarpe,karsarpe@xyz.com,1,Skill and Employability Enhancement,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Unknown,Unknown,,Students,2024,Mumbai,6.5,6,0-2 Lakh,0-2 ,2,13,no
gangrade,gangrade@xyz.com,1,Skill and Employability Enhancement,Attending,st.francis institute of technology,Unknown,Unknown,,Students,2025,Amritsar,7.4,6,0-2 Lakh,0-2 ,2,21,no
dharmendra,dharmendra@xyz.com,1,Skill and Employability Enhancement,Attending,late g. n. sapkal college of engineering,Unknown,Unknown,,Students,2023,Sangrur,8.6,6,0-2 Lakh,0-2 ,2,9,yes
vidyarthi,vidyarthi@xyz.com,1,Skill and Employability Enhancement,Attending,"symbiosis institute of technology, pune",Unknown,Unknown,,Students,2024,Ajmer,9.2,6,0-2 Lakh,0-2 ,2,26,no 
